,codeBlockId,codeBlock_start,codeBlock_end,codeBlock_fileinfo,codeblock_Code,tokens,codeCloneBlockId,codeCloneBlock_Fileinfo,Similarity_Tokens,Similarity_Variable_Flow,Similarity_MethodCall_Flow,nloc,change_type,commitinfo,committer_date,Revision,datetime
137,CodeBlock20,37,51,D:/projects/clone/test_project/Chapter14\Card.java,"['   public int compareTo(Card that) {', '      if (suit < that.suit) {', '         return -1;', '      }', '      if (suit > that.suit) {', '         return 1;', '      }', '      if (rank < that.rank) {', '         return -1;', '      }', '      if (rank > that.rank) {', '         return 1;', '      }', '      return 0;', '   }']","{'public': 1, 'int': 1, 'compareTo': 1, 'TOKEN_VARIABLE': 10, 'if': 4, 'return': 5, 'INTEGER_LITERAL': 7}",CodeBlock7,D:/projects/clone/test_project/Chapter13\Card - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
138,CodeBlock20,37,51,D:/projects/clone/test_project/Chapter14\Card.java,"['   public int compareTo(Card that) {', '      if (suit < that.suit) {', '         return -1;', '      }', '      if (suit > that.suit) {', '         return 1;', '      }', '      if (rank < that.rank) {', '         return -1;', '      }', '      if (rank > that.rank) {', '         return 1;', '      }', '      return 0;', '   }']","{'public': 1, 'int': 1, 'compareTo': 1, 'TOKEN_VARIABLE': 10, 'if': 4, 'return': 5, 'INTEGER_LITERAL': 7}",CodeBlock8,D:/projects/clone/test_project/Chapter13\Card.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
139,CodeBlock20,37,51,D:/projects/clone/test_project/Chapter14\Card.java,"['   public int compareTo(Card that) {', '      if (suit < that.suit) {', '         return -1;', '      }', '      if (suit > that.suit) {', '         return 1;', '      }', '      if (rank < that.rank) {', '         return -1;', '      }', '      if (rank > that.rank) {', '         return 1;', '      }', '      return 0;', '   }']","{'public': 1, 'int': 1, 'compareTo': 1, 'TOKEN_VARIABLE': 10, 'if': 4, 'return': 5, 'INTEGER_LITERAL': 7}",CodeBlock19,D:/projects/clone/test_project/Chapter14\Card - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
140,CodeBlock21,51,74,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,"['   public Eights(ArrayList<EightsPlayer> players) {', '      EightsDeck deck = new EightsDeck(""Deck"");', '      deck.shuffle();', '   ', '      ', '      int handSize = 5;', '      this.players = players;', '      for (int i=0;i<players.size();i++) { ', '         deck.deal(players.get(i).getHand(), handSize); } ', '   ', '      random = new Random();', '      current = random.nextInt(players.size());', '   ', '      ', '      discardPile = new EightsCardCollection(""Discards"");', '      deck.deal(discardPile, 1);', '   ', '      ', '      drawPile = new EightsCardCollection(""Draw pile"");', '      deck.dealAll(drawPile);', '   ', '      ', '      in = new Scanner(System.in);', '   }']","{'public': 1, 'Eights': 1, 'TOKEN_VARIABLE': 21, 'new': 5, 'EightsDeck': 1, 'STRING_LITERAL': 3, 'shuffle': 1, 'int': 2, 'INTEGER_LITERAL': 5, 'for': 1, 'size': 2, 'deal': 2, 'get': 1, 'getHand': 1, 'Random': 1, 'nextInt': 1, 'EightsCardCollection': 2, 'dealAll': 1, 'Scanner': 1}",CodeBlock25,D:/projects/clone/test_project/Chapter14\Eights.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
141,CodeBlock22,23,37,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,"['   public static void test(ArrayList<EightsPlayer> players, int count){', '      int total = players.size();   ', '      int[] scores = new int[total];', '      int[] board = new int[total];', '      for (int round=0;round<count;round++){ { ', '         Eights newGame = new Eights(players); } ', '         int[] result = newGame.play();', '         for (int i = 0;i<total;i++){ scores[i] += result[i]; } { ', '         board[newGame.getWinner()] += 1; } ', '      }', '      System.out.printf(""\\n\\n----[Report for %d test(s)]----\\n"", count); { ', '      for (int i=0;i<total;i++){', '         System.out.printf(""Player %s: %.2f percent, lost: %d points\\n"", players.get(i).getName(), board[i]*100/(double)count, scores[i]); } ', '      }', '   }']","{'public': 1, 'static': 1, 'void': 1, 'test': 1, 'TOKEN_VARIABLE': 37, 'int': 10, 'size': 1, 'new': 3, 'for': 3, 'INTEGER_LITERAL': 13, 'Eights': 1, 'play': 1, 'getWinner': 1, 'printf': 2, 'STRING_LITERAL': 2, 'get': 1, 'getName': 1, 'double': 1}",CodeBlock26,D:/projects/clone/test_project/Chapter14\Eights.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
142,CodeBlock23,79,99,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,"['   public int[] play() {', '      EightsPlayer player = players.get(current);', '      ', '      ', '      while (!isDone()) {', '         displayState();', '         waitForUser();', '         takeTurn(player);', '         player = nextPlayer();', '      }', '   ', '      ', '      int[] result = new int[players.size()];', '      for (int i = 0;i<players.size();i++){ { ', '         EightsPlayer user = players.get(i); } ', '         user.displayScore();', '         result[i] = user.score();', '      }', '      winner = previousIndex();', '      return result;', '   }']","{'public': 1, 'int': 4, 'play': 1, 'TOKEN_VARIABLE': 16, 'get': 2, 'while': 1, 'isDone': 1, 'displayState': 1, 'waitForUser': 1, 'takeTurn': 1, 'nextPlayer': 1, 'new': 1, 'size': 2, 'for': 1, 'INTEGER_LITERAL': 3, 'displayScore': 1, 'score': 1, 'previousIndex': 1, 'return': 1}",CodeBlock27,D:/projects/clone/test_project/Chapter14\Eights.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
143,CodeBlock24,191,203,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,"['   public void reshuffle() {', '      ', '      EightsCard prev = discardPile.removeLast();', '   ', '      ', '      discardPile.dealAll(drawPile);', '   ', '      ', '      discardPile.append(prev);', '   ', '      ', '      drawPile.shuffle();', '   }']","{'public': 1, 'void': 1, 'reshuffle': 1, 'TOKEN_VARIABLE': 4, 'removeLast': 1, 'dealAll': 1, 'append': 1, 'shuffle': 1}",CodeBlock28,D:/projects/clone/test_project/Chapter14\Eights.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
144,CodeBlock25,51,74,D:/projects/clone/test_project/Chapter14\Eights.java,"['   public Eights(ArrayList<EightsPlayer> players) {', '      EightsDeck deck = new EightsDeck(""Deck"");', '      deck.shuffle();', '   ', '      ', '      int handSize = 5;', '      this.players = players;', '      for (int i=0;i<players.size();i++) { ', '         deck.deal(players.get(i).getHand(), handSize); } ', '   ', '      random = new Random();', '      current = random.nextInt(players.size());', '   ', '      ', '      discardPile = new EightsCardCollection(""Discards"");', '      deck.deal(discardPile, 1);', '   ', '      ', '      drawPile = new EightsCardCollection(""Draw pile"");', '      deck.dealAll(drawPile);', '   ', '      ', '      in = new Scanner(System.in);', '   }']","{'public': 1, 'Eights': 1, 'TOKEN_VARIABLE': 21, 'new': 5, 'EightsDeck': 1, 'STRING_LITERAL': 3, 'shuffle': 1, 'int': 2, 'INTEGER_LITERAL': 5, 'for': 1, 'size': 2, 'deal': 2, 'get': 1, 'getHand': 1, 'Random': 1, 'nextInt': 1, 'EightsCardCollection': 2, 'dealAll': 1, 'Scanner': 1}",CodeBlock21,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
145,CodeBlock26,23,37,D:/projects/clone/test_project/Chapter14\Eights.java,"['   public static void test(ArrayList<EightsPlayer> players, int count){', '      int total = players.size();   ', '      int[] scores = new int[total];', '      int[] board = new int[total];', '      for (int round=0;round<count;round++){ { ', '         Eights newGame = new Eights(players); } ', '         int[] result = newGame.play();', '         for (int i = 0;i<total;i++){ scores[i] += result[i]; } { ', '         board[newGame.getWinner()] += 1; } ', '      }', '      System.out.printf(""\\n\\n----[Report for %d test(s)]----\\n"", count); { ', '      for (int i=0;i<total;i++){', '         System.out.printf(""Player %s: %.2f percent, lost: %d points\\n"", players.get(i).getName(), board[i]*100/(double)count, scores[i]); } ', '      }', '   }']","{'public': 1, 'static': 1, 'void': 1, 'test': 1, 'TOKEN_VARIABLE': 37, 'int': 10, 'size': 1, 'new': 3, 'for': 3, 'INTEGER_LITERAL': 13, 'Eights': 1, 'play': 1, 'getWinner': 1, 'printf': 2, 'STRING_LITERAL': 2, 'get': 1, 'getName': 1, 'double': 1}",CodeBlock22,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
146,CodeBlock27,79,99,D:/projects/clone/test_project/Chapter14\Eights.java,"['   public int[] play() {', '      EightsPlayer player = players.get(current);', '      ', '      ', '      while (!isDone()) {', '         displayState();', '         waitForUser();', '         takeTurn(player);', '         player = nextPlayer();', '      }', '   ', '      ', '      int[] result = new int[players.size()];', '      for (int i = 0;i<players.size();i++){ { ', '         EightsPlayer user = players.get(i); } ', '         user.displayScore();', '         result[i] = user.score();', '      }', '      winner = previousIndex();', '      return result;', '   }']","{'public': 1, 'int': 4, 'play': 1, 'TOKEN_VARIABLE': 16, 'get': 2, 'while': 1, 'isDone': 1, 'displayState': 1, 'waitForUser': 1, 'takeTurn': 1, 'nextPlayer': 1, 'new': 1, 'size': 2, 'for': 1, 'INTEGER_LITERAL': 3, 'displayScore': 1, 'score': 1, 'previousIndex': 1, 'return': 1}",CodeBlock23,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
147,CodeBlock28,191,203,D:/projects/clone/test_project/Chapter14\Eights.java,"['   public void reshuffle() {', '      ', '      EightsCard prev = discardPile.removeLast();', '   ', '      ', '      discardPile.dealAll(drawPile);', '   ', '      ', '      discardPile.append(prev);', '   ', '      ', '      drawPile.shuffle();', '   }']","{'public': 1, 'void': 1, 'reshuffle': 1, 'TOKEN_VARIABLE': 4, 'removeLast': 1, 'dealAll': 1, 'append': 1, 'shuffle': 1}",CodeBlock24,D:/projects/clone/test_project/Chapter14\Eights - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
148,CodeBlock29,19,30,D:/projects/clone/test_project/Chapter14\EightsCard - Copy.java,"['   public boolean matches(EightsCard that){', '      if (getSuit() == that.getSuit()) {', '         return true;', '      }', '      if (getRank() == that.getRank()) {', '         return true;', '      }', '      if (getRank() == 8) {', '         return true;', '      }', '      return false;', '   }']","{'public': 1, 'boolean': 1, 'matches': 1, 'TOKEN_VARIABLE': 6, 'if': 3, 'getSuit': 2, 'return': 4, 'getRank': 3, 'INTEGER_LITERAL': 1}",CodeBlock31,D:/projects/clone/test_project/Chapter14\EightsCard.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
149,CodeBlock30,35,46,D:/projects/clone/test_project/Chapter14\EightsCard - Copy.java,"['   public int score(){', '      int rank = getRank();', '      if (rank == 8) {', '         return -20;', '      } ', '      else if (rank > 10) {', '         return -10;', '      } ', '      else {', '         return -rank;', '      }', '   }']","{'public': 1, 'int': 2, 'score': 1, 'TOKEN_VARIABLE': 6, 'getRank': 1, 'if': 2, 'INTEGER_LITERAL': 7, 'return': 3}",CodeBlock32,D:/projects/clone/test_project/Chapter14\EightsCard.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
150,CodeBlock31,19,30,D:/projects/clone/test_project/Chapter14\EightsCard.java,"['   public boolean matches(EightsCard that){', '      if (getSuit() == that.getSuit()) {', '         return true;', '      }', '      if (getRank() == that.getRank()) {', '         return true;', '      }', '      if (getRank() == 8) {', '         return true;', '      }', '      return false;', '   }']","{'public': 1, 'boolean': 1, 'matches': 1, 'TOKEN_VARIABLE': 6, 'if': 3, 'getSuit': 2, 'return': 4, 'getRank': 3, 'INTEGER_LITERAL': 1}",CodeBlock29,D:/projects/clone/test_project/Chapter14\EightsCard - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
151,CodeBlock32,35,46,D:/projects/clone/test_project/Chapter14\EightsCard.java,"['   public int score(){', '      int rank = getRank();', '      if (rank == 8) {', '         return -20;', '      } ', '      else if (rank > 10) {', '         return -10;', '      } ', '      else {', '         return -rank;', '      }', '   }']","{'public': 1, 'int': 2, 'score': 1, 'TOKEN_VARIABLE': 6, 'getRank': 1, 'if': 2, 'INTEGER_LITERAL': 7, 'return': 3}",CodeBlock30,D:/projects/clone/test_project/Chapter14\EightsCard - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
152,CodeBlock33,26,37,D:/projects/clone/test_project/Chapter14\EightsGenius - Copy.java,"['   private static int eval(int rank, int total, boolean vary){', '      if (rank > 10){ { ', '         return 10; } ', '      }', '      if (rank == 8){ { ', '         if (total < 5 && !vary){ { ', '            return 12; } ', '         }', '         return 0; } ', '      }', '      return rank;', '   }']","{'private': 1, 'static': 1, 'int': 3, 'eval': 1, 'TOKEN_VARIABLE': 8, 'boolean': 1, 'if': 3, 'INTEGER_LITERAL': 6, 'return': 4}",CodeBlock35,D:/projects/clone/test_project/Chapter14\EightsGenius.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
153,CodeBlock34,42,85,D:/projects/clone/test_project/Chapter14\EightsGenius - Copy.java,"['   public EightsCard searchForMatch(EightsCard prev) {', '      int[] suitStat = new int[4];', '      int[] rankStat = new int[14];', '      int index = -1;', '      EightsCardCollection pile = getHand();', '      ArrayList<Integer> possible = new ArrayList<Integer>();', '      for (int i = 0; i < pile.size(); i++) {', '         EightsCard card = pile.getCardAt(i);', '         int suit = card.getSuit();', '         int rank = card.getRank();', '         suitStat[suit] += 1;', '         rankStat[rank] += 1;', '         if (card.matches(prev)){  { ', '            possible.add(i); } ', '            if (possible.size() == 1){ index = i; } { ', '         }', '      }', '      int total = possible.size(); } ', '      if (total == 0){  { ', '         return null;  } ', '      } ', '      if (total > 1){ { ', '          ', '         int max = -1; } ', '         boolean vary = true;', '         for (int i=0;i<4;i++){  { ', '            if (suitStat[i] == 0){ { ', '               vary = false;  } ', '               break; } ', '            } ', '         }', '         for (int i=0;i<total;i++){ { ', '            int position = possible.get(i); } ', '            EightsCard card = pile.getCardAt(position);  ', '            int rank = card.getRank();', '            int suit = card.getSuit();', '            int val = eval(rank, total, vary);', '            ', '            int value = val * 3 + suitStat[suit] * 6 + rankStat[rank] * 5;', '            if (value > max) { index = position; max = value; }', '         }', '      }', '      return pile.removeAt(index);', '   }']","{'public': 1, 'TOKEN_VARIABLE': 71, 'searchForMatch': 1, 'int': 17, 'new': 3, 'INTEGER_LITERAL': 29, 'getHand': 1, 'for': 3, 'size': 3, 'getCardAt': 2, 'getSuit': 2, 'getRank': 2, 'if': 6, 'matches': 1, 'add': 1, 'return': 2, 'boolean': 1, 'break': 1, 'get': 1, 'eval': 1, 'removeAt': 1}",CodeBlock36,D:/projects/clone/test_project/Chapter14\EightsGenius.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
154,CodeBlock35,26,37,D:/projects/clone/test_project/Chapter14\EightsGenius.java,"['   private static int eval(int rank, int total, boolean vary){', '      if (rank > 10){ { ', '         return 10; } ', '      }', '      if (rank == 8){ { ', '         if (total < 5 && !vary){ { ', '            return 12; } ', '         }', '         return 0; } ', '      }', '      return rank;', '   }']","{'private': 1, 'static': 1, 'int': 3, 'eval': 1, 'TOKEN_VARIABLE': 8, 'boolean': 1, 'if': 3, 'INTEGER_LITERAL': 6, 'return': 4}",CodeBlock33,D:/projects/clone/test_project/Chapter14\EightsGenius - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
155,CodeBlock36,42,85,D:/projects/clone/test_project/Chapter14\EightsGenius.java,"['   public EightsCard searchForMatch(EightsCard prev) {', '      int[] suitStat = new int[4];', '      int[] rankStat = new int[14];', '      int index = -1;', '      EightsCardCollection pile = getHand();', '      ArrayList<Integer> possible = new ArrayList<Integer>();', '      for (int i = 0; i < pile.size(); i++) {', '         EightsCard card = pile.getCardAt(i);', '         int suit = card.getSuit();', '         int rank = card.getRank();', '         suitStat[suit] += 1;', '         rankStat[rank] += 1;', '         if (card.matches(prev)){  { ', '            possible.add(i); } ', '            if (possible.size() == 1){ index = i; } { ', '         }', '      }', '      int total = possible.size(); } ', '      if (total == 0){  { ', '         return null;  } ', '      } ', '      if (total > 1){ { ', '          ', '         int max = -1; } ', '         boolean vary = true;', '         for (int i=0;i<4;i++){  { ', '            if (suitStat[i] == 0){ { ', '               vary = false;  } ', '               break; } ', '            } ', '         }', '         for (int i=0;i<total;i++){ { ', '            int position = possible.get(i); } ', '            EightsCard card = pile.getCardAt(position);  ', '            int rank = card.getRank();', '            int suit = card.getSuit();', '            int val = eval(rank, total, vary);', '            ', '            int value = val * 3 + suitStat[suit] * 6 + rankStat[rank] * 5;', '            if (value > max) { index = position; max = value; }', '         }', '      }', '      return pile.removeAt(index);', '   }']","{'public': 1, 'TOKEN_VARIABLE': 71, 'searchForMatch': 1, 'int': 17, 'new': 3, 'INTEGER_LITERAL': 29, 'getHand': 1, 'for': 3, 'size': 3, 'getCardAt': 2, 'getSuit': 2, 'getRank': 2, 'if': 6, 'matches': 1, 'add': 1, 'return': 2, 'boolean': 1, 'break': 1, 'get': 1, 'eval': 1, 'removeAt': 1}",CodeBlock34,D:/projects/clone/test_project/Chapter14\EightsGenius - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
156,CodeBlock37,77,86,D:/projects/clone/test_project/Chapter14\EightsPlayer - Copy.java,"['   public EightsCard drawForMatch(Eights eights, EightsCard prev) {', '      while (true) {', '         EightsCard card = eights.draw();', '         System.out.println(getName() + "" draws "" + card);', '         if (card.matches(prev)) {', '            return card;', '         }', '         getHand().append(card);', '      }', '   }']","{'public': 1, 'TOKEN_VARIABLE': 12, 'drawForMatch': 1, 'while': 1, 'draw': 1, 'println': 1, 'getName': 1, 'INTEGER_LITERAL': 2, 'STRING_LITERAL': 1, 'if': 1, 'matches': 1, 'return': 1, 'getHand': 1, 'append': 1}",CodeBlock38,D:/projects/clone/test_project/Chapter14\EightsPlayer.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
157,CodeBlock38,77,86,D:/projects/clone/test_project/Chapter14\EightsPlayer.java,"['   public EightsCard drawForMatch(Eights eights, EightsCard prev) {', '      while (true) {', '         EightsCard card = eights.draw();', '         System.out.println(getName() + "" draws "" + card);', '         if (card.matches(prev)) {', '            return card;', '         }', '         getHand().append(card);', '      }', '   }']","{'public': 1, 'TOKEN_VARIABLE': 12, 'drawForMatch': 1, 'while': 1, 'draw': 1, 'println': 1, 'getName': 1, 'INTEGER_LITERAL': 2, 'STRING_LITERAL': 1, 'if': 1, 'matches': 1, 'return': 1, 'getHand': 1, 'append': 1}",CodeBlock37,D:/projects/clone/test_project/Chapter14\EightsPlayer - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
158,CodeBlock39,12,21,D:/projects/clone/test_project/Chapter14\GameCenter - Copy.java,"['   public static void main(String args[]){', '      Eights.debug = true;', '      int count = 20;', '      ArrayList<EightsPlayer> players = new ArrayList<EightsPlayer>();', '      players.add(new EightsPlayer(""Random""));', '      players.add(new EightsGenius(""Genius""));', '      players.add(new EightsPlayer(""Random""));', '      players.add(new EightsPlayer(""Random""));', '      Eights.test(players, count);', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 1, 'TOKEN_VARIABLE': 11, 'int': 1, 'INTEGER_LITERAL': 1, 'new': 5, 'add': 4, 'EightsPlayer': 3, 'STRING_LITERAL': 4, 'EightsGenius': 1, 'test': 1}",CodeBlock40,D:/projects/clone/test_project/Chapter14\GameCenter.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
159,CodeBlock40,12,21,D:/projects/clone/test_project/Chapter14\GameCenter.java,"['   public static void main(String args[]){', '      Eights.debug = true;', '      int count = 20;', '      ArrayList<EightsPlayer> players = new ArrayList<EightsPlayer>();', '      players.add(new EightsPlayer(""Random""));', '      players.add(new EightsGenius(""Genius""));', '      players.add(new EightsPlayer(""Random""));', '      players.add(new EightsPlayer(""Random""));', '      Eights.test(players, count);', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 1, 'TOKEN_VARIABLE': 11, 'int': 1, 'INTEGER_LITERAL': 1, 'new': 5, 'add': 4, 'EightsPlayer': 3, 'STRING_LITERAL': 4, 'EightsGenius': 1, 'test': 1}",CodeBlock39,D:/projects/clone/test_project/Chapter14\GameCenter - Copy.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
160,CodeBlock41,11,21,D:/projects/clone/test_project/Chapter2\Date.java,"['   public static void main(String args[]){', '   ', '      String day = ""Wednesday"", month = ""July"";', '      int date = 20, year = 2016;', '      ', '      System.out.println(""American format:"");', '      System.out.println(day + "", "" + month + "" "" + date + "", "" + year);', '      System.out.println(""European format:"");', '      System.out.println(day + "" "" + date + "" "" + month + "" "" + year);', '   ', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 2, 'TOKEN_VARIABLE': 13, 'STRING_LITERAL': 10, 'int': 1, 'INTEGER_LITERAL': 14, 'println': 4}",CodeBlock42,D:/projects/clone/test_project/Chapter2\date_duplicate.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
161,CodeBlock42,11,21,D:/projects/clone/test_project/Chapter2\date_duplicate.java,"['   public static void main(String args[]){', '   ', '      String day = ""Wednesday"", month = ""July"";', '      int date = 20, year = 2016;', '      ', '      System.out.println(""American format:"");', '      System.out.println(day + "", "" + month + "" "" + date + "", "" + year);', '      System.out.println(""European format:"");', '      System.out.println(day + "" "" + date + "" "" + month + "" "" + year);', '   ', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 2, 'TOKEN_VARIABLE': 13, 'STRING_LITERAL': 10, 'int': 1, 'INTEGER_LITERAL': 14, 'println': 4}",CodeBlock41,D:/projects/clone/test_project/Chapter2\Date.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
162,CodeBlock43,10,29,D:/projects/clone/test_project/Chapter2\Time.java,"['   public static void main(String args[]){', '   ', '      int timeOfDayInSeconds = 24 * 60 * 60;', '   ', '      int hour = 18, minute = 58, second = 10;', '      int timeSinceMidnightInSeconds = hour * 3600 + minute * 60 + second;', '   ', '      int timeLeftInSeconds = timeOfDayInSeconds - timeSinceMidnightInSeconds;', '   ', '      int startHour = 18, startMinute = 45, startSecond = 36;', '      int startTimeSinceMidnightInSeconds = startHour * 3600 + startMinute * 60 + startSecond; ', '   ', '      int timeInterval = timeSinceMidnightInSeconds - startTimeSinceMidnightInSeconds;', '   ', '      System.out.println(""Time since midnight: "" + timeSinceMidnightInSeconds + "" seconds"");', '      System.out.println(""Time remaining today: "" + timeLeftInSeconds + "" seconds""); ', '      System.out.println(""Percentage of day passed: "" + (double)timeSinceMidnightInSeconds / (double)(24 * 60 *60) +""%"");', '      System.out.println(""Elapsed time: "" + timeInterval + "" seconds"");', '      ', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 1, 'TOKEN_VARIABLE': 26, 'int': 7, 'INTEGER_LITERAL': 30, 'println': 4, 'STRING_LITERAL': 8, 'double': 2}",CodeBlock44,D:/projects/clone/test_project/Chapter2\time_duplicate.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
163,CodeBlock44,10,29,D:/projects/clone/test_project/Chapter2\time_duplicate.java,"['   public static void main(String args[]){', '   ', '      int timeOfDayInSeconds = 24 * 60 * 60;', '   ', '      int hour = 18, minute = 58, second = 10;', '      int timeSinceMidnightInSeconds = hour * 3600 + minute * 60 + second;', '   ', '      int timeLeftInSeconds = timeOfDayInSeconds - timeSinceMidnightInSeconds;', '   ', '      int startHour = 18, startMinute = 45, startSecond = 36;', '      int startTimeSinceMidnightInSeconds = startHour * 3600 + startMinute * 60 + startSecond; ', '   ', '      int timeInterval = timeSinceMidnightInSeconds - startTimeSinceMidnightInSeconds;', '   ', '      System.out.println(""Time since midnight: "" + timeSinceMidnightInSeconds + "" seconds"");', '      System.out.println(""Time remaining today: "" + timeLeftInSeconds + "" seconds""); ', '      System.out.println(""Percentage of day passed: "" + (double)timeSinceMidnightInSeconds / (double)(24 * 60 *60) +""%"");', '      System.out.println(""Elapsed time: "" + timeInterval + "" seconds"");', '      ', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 1, 'TOKEN_VARIABLE': 26, 'int': 7, 'INTEGER_LITERAL': 30, 'println': 4, 'STRING_LITERAL': 8, 'double': 2}",CodeBlock43,D:/projects/clone/test_project/Chapter2\Time.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
164,CodeBlock45,13,26,D:/projects/clone/test_project/Chapter3\NumberGuessGame -duplicate.java,"['   public static void main(String args[]){', '      Scanner console = new Scanner(System.in);', '      System.out.println(""I\'m thinking of a number between 1 and 100"");', '      System.out.println(""(including both). Can you guess what it is?"");', '      System.out.print(""Type a number: "");', '      ', '      int guess = console.nextInt();', '      Random random = new Random();', '      int answer = random.nextInt(100) + 1;', '      ', '      System.out.printf(""Your guess is: %d\\n"", guess);', '      System.out.printf(""The number I was thinking of is: %d\\n"", answer);', '      System.out.printf(""You were off by: %d\\n"", Math.abs(guess - answer));', '   }']","{'public': 1, 'static': 1, 'void': 1, 'main': 1, 'String': 1, 'TOKEN_VARIABLE': 12, 'new': 2, 'Scanner': 1, 'println': 2, 'STRING_LITERAL': 6, 'print': 1, 'int': 2, 'nextInt': 2, 'Random': 1, 'INTEGER_LITERAL': 4, 'printf': 3, 'abs': 1}",CodeBlock46,D:/projects/clone/test_project/Chapter3\NumberGuessGame.java,1.0,1.0,1.0,4,<NA>,<NA>,<class 'datetime.date'>,3,2022-10-19 01:33:32.647616
